"nama","kode_rs","tempat_tidur","telepon","lokasi.lat","lokasi.lon","alamat","tipe","wilayah"
"RS UMUM  HERNA","1275083", 179,"(061) 4510766",  3.57979000, 98.66580000,"JL MOJOPAHIT 118 A MEDAN","","KOTA MEDAN, SUMATERA UTARA"
"RS UMUM DAERAH PONGTIKU","7326002",  43,"", -2.94272200,119.92163500,"TALLUNGLIPU, KABUPATEN TORAJA UTARA, SULAWESI SELATAN 91853","","TORAJA UTARA, SULAWESI SELATAN"
"RS UMUM IZZA","3215134",  89,"0264-8386830", -6.38998000,107.46654700,"JL. RAYA CISELANG CIKAMPEK UTARA, KOTABARU KAB.KARAWANG","","KARAWANG, JAWA BARAT"
"RS ISLAM SITTI MARYAM","7171094",  68,"(0431) - 851577",  1.52070600,124.85140900,"JL. POGIDON NO.110, MAHAWU, KEC. TUMINTING, KOTA MANADO, SULAWESI UTARA","","KOTA MANADO, SULAWESI UTARA"
"RS UMUM DAERAH CUT NYAK DHIEN","1107014", 215,"(0655) 7009452",  4.15598000, 96.13010000,"JL. GAJAH MADA MEULABOH","","ACEH BARAT, ACEH"
"RS UMUM IBNU SINA PADANG PANJANG","1374024",  32,"(0752) 82127", -0.46085000,100.40050700,"JL. SOEKARNO HATTA NO.17, BUKIT SURUNGAN, KEC. PADANG PANJANG BAR., KOTA PADANG PANJANG, SUMATERA BARAT 27118","","KOTA PADANG PANJANG, SUMATERA BARAT"
"RS UMUM HARAPAN KELUARGA","3211027",  45,"(022) 7796335", -6.94986803,107.76295929,"JL RAYA CIPACING - RANCAEKEK KM 20 JATINANGOR SUMEDANG","","SUMEDANG, JAWA BARAT"
"RS UMUM DAERAH  AEK KANOPAN","1223002",  45,"(0624) 92525",  2.56756500, 99.65374400,"JL JENDRAL SUDIRMAN. NO. 25 AEK KANOPAN KEC. KUALUH HULU KAB. LABUHANBATU UTARA","","BATU BARA, SUMATERA UTARA"
"RS UMUM TELAGA BUNDA","1110102",  46,"(0644) 324433",  5.20174300, 96.69445000,"JL. PEUTUA BANTA 7, GAMPONG BIREUEN MEUNASAH BLANG","","BIREUEN, ACEH"
"RS UMUM PRATAMA TAMBU","7205024",  35,"08114509411", -0.03944100,119.87992700,"JL.MAPANE TAMBU. KEC. BASELANG","","DONGGALA, SULAWESI TENGAH"
"RS UMUM SURYA HUSADHA NUSA DUA","5103036",  62,"(0361) 775827", -8.80425400,115.21737100,"JL. SILIGITA BLOK I NO 14, NUSA DUA, KUTA SELATAN","","BADUNG, BALI"
"RS UMUM SEJAHTERA BHAKTI","3373091",  25,"(0298) 316153", -7.34595300,110.50295500,"JL. DAMAR JL. MAGERSARI NO.136, TEGALREJO, KEC. ARGOMULYO, KOTA SALATIGA, JAWA TENGAH 50733","","KOTA SALATIGA, JAWA TENGAH"
"RS UMUM KEN SARAS","3322034", 177,"(024) 6922269", -7.20226600,110.42279700,"JL. SOEKARNO HATTA DUSUN KEBONAN NO.KM. 29, KEBONAN, RANDUGUNTING, KEC. BERGAS, SEMARANG, JAWA TENGAH 50552","","SEMARANG, JAWA TENGAH"
"RS UMUM PERTAMINA TANJUNG","6309025",  57,"(0526) 2022550", -2.14433100,115.40265600,"JL. GAS NO. 1, KOMPERTA MURUNG PUDAK, TANJUNG","","TABALONG, KALIMANTAN SELATAN"
"RS UMUM ARI CANTI","5104035", 106,"(0361) 974573", -8.55221400,115.27292100,"JL. RAYA MAS UBUD, KAB.GIANYAR","","GIANYAR, BALI"
"RS UMUM DAERAH PANDAN","1204056", 103,"0631 - 372343",  1.68168800, 98.82276600,"JL DR. FL. TOBING NO. 05 PANDAN","","TAPANULI TENGAH, SUMATERA UTARA"
"RS BHAYANGKARA PADANG","1371123",  41,"", -0.93284500,100.36618400,"JL. JATI NO.1, JATI, KEC. PADANG TIM., KOTA PADANG, SUMATERA BARAT 25171","","KOTA PADANG, SUMATERA BARAT"
"RS UMUM PURI RAHARJA","5171133",  90,"(0361) 222013", -8.64930000,115.22600000,"JL. WR SUPRATMAN 14","","KOTA DENPASAR, BALI"
"RS UMUM DR. SUYUDI","3524045",  69,"(0322) 661412", -6.86760900,112.35720800,"JL. RAYA PACIRAN, PACIRAN, KEC. PACIRAN, KABUPATEN LAMONGAN, JAWA TIMUR 62264","","LAMONGAN, JAWA TIMUR"
"RS UMUM DAERAH DAHA SEJAHTERA","6306024",  42,"0812-5671-0001", -2.63574500,115.11863900,"JL PIHANIN RAYA, DESA PIHANIN KECAMATAN DAHA SELATAN KABUPATEN HULU SUNGAI SELATAN","","HULU SUNGAI SELATAN, KALIMANTAN SELATAN"
"RS WIYUNG SEJAHTERA","3578766",  84,"(031) 7532653", -7.31080200,112.68810200,"JL. RAYA MENGANTI KARANGAN NO.490, BABATAN, KEC. WIYUNG, KOTA SBY, JAWA TIMUR 60227","","KOTA SURABAYA, JAWA TIMUR"
"RS RIZANI HUSADA","3513027",  60,"(0335) 773444", -7.71889900,113.53957000,"PINTU MASUK RS RIZANI, DUSUN MATIKAN, SUMBEREJO, KEC. PAITON, PROBOLINGGO, JAWA TIMUR 67291","","PROBOLINGGO, JAWA TIMUR"
"RS UMUM BAHAGIA","7371407",  56,"(0411) 861212", -5.18394931,119.45922845,"JL. MINASA UPA NO.9, GN. SARI, KEC. RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN 42111","","KOTA MAKASSAR, SULAWESI SELATAN"
"RS KHUSUS BEDAH SINDUADI","3404185",  17,"(0274) 624088", -7.75357200,110.36364900,"JL. WIJAYA KUSUMA NO.110, KUTU TEGAL, SINDUADI, KEC. MLATI, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55284","","SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
"RS UMUM WISMA RINI PRINGSEWU","1871002",  90,"(0729) 21096", -5.35516370,104.97178940,"JL. WISMA RINI NO.1 PRINGSEWU","","PRINGSEWU, LAMPUNG"
"RS IBU DAN ANAK BANTUAN 05.08.05 SURABAYA","3578773",  33,"(031) 5310069", -7.26513100,112.75131300,"GUBENG POJOK NO.21 SURABAYA","","KOTA SURABAYA, JAWA TIMUR"
"RS IBU DAN ANAK BUNDA ALIYAH","3172748",  66,"(021) 86602525", -6.23272000,106.89674700,"JL. PAHLAWAN REVOLUSI NO. 100 PONDOK BAMBU","","JAKARTA TIMUR, DKI JAKARTA"
"RS ARUN LHOKSEUMAWE","1110053", 118,"(0645) 653165",  5.21701000, 97.04910000,"JL. PLAJU KOMPLEK PERUMAHAN PT ARUN BATUPHAT","","KOTA LHOKSEUMAWE, ACEH"
"RS KHUSUS THT PROF NIZAR","3173612",   9,"(021) 3503435", -6.17124267,106.81506840,"JL. KESEHATAN NO. 9 JAKPUS","","JAKARTA PUSAT, DKI JAKARTA"
"RS BHAYANGKARA LUMAJANG","3508054",  83,"(0334) 881646", -8.13290700,113.22181900,"JL. KAPTEN KYAI ILYAS NO.7, TOMPOKERSAN, KEC. LUMAJANG, KABUPATEN LUMAJANG, JAWA TIMUR 67316","","LUMAJANG, JAWA TIMUR"
"RS IBU DAN ANAK ASYIFA DEPOK","3276147",  28,"(021) 77883905", -6.39359300,106.77132100,"JL.RAYA DEPOK - CINERE NO 09, RKP. JAYA BARU, DEPOK","","KOTA DEPOK, JAWA BARAT"
"RS UMUM AISYIYAH ST. KHADIJAH","7315016",  45,"(0421) 9249909", -3.79204500,119.65142500,"JL.A.ABDULLAH N0.1 - 3 PINRANG","","PINRANG, SULAWESI SELATAN"
"RS MARYAM CITRA MEDIKA","7305013",  50,"(0418) 2312517", -5.40166408,119.45032871,"JL POROS TAKALAR-MAKASSAR KM, KELURAHAN BAJENG, KECAMATAN PATTALLASSANG, KABUPATEN TAKALAR","","TAKALAR, SULAWESI SELATAN"
"RS UMUM  THURSINA","1408079",  39,"(0765) 597782",  1.47258000,102.11100000,"JL HANGTUAH NO. 93","","BENGKALIS, RIAU"
"RS HATI KUDUS LANGGUR","8101026",  90,"(0916) 21638", -5.64928200,132.74168800,"JL. JENDERAL SUDIRMAN, LANGGUR, KEL. OHOIJANG WATDEK, KEI KECIL, KABUPATEN MALUKU TENGGARA, MALUKU 97611","","MALUKU TENGGARA, MALUKU"
"RS UMUM MITRA MULIA HUSADA","1805012",  45,"(0725) 528803", -4.94145600,105.21506300,"JL. PROKLAMATOR RAYA NO.162-164, BANDAR JAYA TIM., KEC. TERBANGGI BESAR, KABUPATEN LAMPUNG TENGAH, LAMPUNG 34163","","LAMPUNG TENGAH, LAMPUNG"
"RS UMUM ISLAM IBNU SINA","1309022",  99,"(0753) 7464015",  0.20485600,100.13753500,"SIMPANG AMPAT, JL. M NATSIR, PASAMAN, 26366","","PASAMAN, SUMATERA BARAT"
"RS UMUM PTP II TG SELAMAT","1213024", 101,"6623556",  3.81546000, 98.34820000,"JL. BESAR BATANG SERANGAN NO. 48 KEC. PADANG TUALANG","","LANGKAT, SUMATERA UTARA"
"RS IBU DAN ANAK PURI GARCIA","3673035",  23,"(0254) 223333", -6.09922300,106.14107300,"JL. GRYA PURNAMA NO. 99, DRANGONG, TAKTAKAN, DRANGONG, KEC. TAKTAKAN, KOTA SERANG, BANTEN 42162","","KOTA SERANG, BANTEN"
"RS UMUM WIJAYA KUSUMAH","3208024", 121,"(0232) 871565", -6.97050000,108.50600000,"JL. RE MARTADINATA NO. 172 KAB. KUNINGAN","","KUNINGAN, JAWA BARAT"
"RSU RESTU KASIH","3172759",  60,"(021) 8001177", -6.26573500,106.86604800,"JL. RAYA BOGOR KM 19 NO. 3A KRAMAT JATI","","JAKARTA TIMUR, DKI JAKARTA"
"RS UMUM  MESRA","1406043",  29,"(0761) 71965",  0.43986900,101.45230600,"JL RAYA PASIR PUTIH NO. 3A-B KEC. SIAK HULU","","KAMPAR, RIAU"
"RS IBU DAN ANAK HUSADA BUNDA","3573097",  24,"(0341) 566972", -7.96829800,112.62288100,"JL. PAHLAWAN TRIP NO.2 MALANG","","MALANG, JAWA TIMUR"
"RS IBU DAN ANAK BUNDA SEJAHTERA","3603178",  32,"(021) 5925889", -6.15443267,106.58066302,"JL.PURI AGUNG NO.3 PONDOK MAKMUR KEL.KUTA BARU KEC.PASAR KEMIS","","TANGERANG, BANTEN"
"RS UMUM AMANDA","1211126",  84,"(0628) 93034",  3.16665000, 98.51010000,"JL JAMIN GINTING SIMPANG KORPRI NO. 1 BERASTAGI","","KARO, SUMATERA UTARA"
"RS UMUM ISLAM KARAWANG","3215078", 103,"(0267) 414520", -6.28190000,107.28400000,"JL. PANGKAL PERJUANGAN KM.2, KARAWANG","","KARAWANG, JAWA BARAT"
"RS IBU DAN ANAK BUDHI JAYA","3171286",  24,"(021) 8311722", -6.21900000,106.84500000,"JL. DR. SAHARDJO 120, JAKSEL","","JAKARTA SELATAN, DKI JAKARTA"
"RS UMUM KUMALA SIWIMIJEN KUDUS","3319022",  97,"(0291) 4245551", -6.78577100,110.79052400,"JL. JEPARA KM. 6 DESA MIJEN KEC. KALIWUNGU","","KUDUS, JAWA TENGAH"
"RS UMUM RACHMI DEWI","3525099",  40,"(031) 3957448", -7.15083300,112.61310600,"JL. JAWA 79 - 81 PERUM GRESIK KOTA BARU.","","GRESIK, JAWA TIMUR"
"RS IBU DAN ANAK SANTA ANNA","1871443",  35,"(0721) 482424", -5.44246500,105.26746800,"JL.HASANUDDIN NO.27 TELUKBETUNG","","KOTA BANDAR LAMPUNG, LAMPUNG"
"RS UMUM MITRA MANKARRA","7604024",  99,"0426-2324515", -2.68452100,118.88582500,"JL. PONGTIKU NO.2, RIMUKU, KEC. MAMUJU, KABUPATEN MAMUJU, SULAWESI BARAT 91511","","MAMUJU, SULAWESI BARAT"
"RS KHUSUS BEDAH ROPANASURI","1371422",  33,"(0751) 31938", -0.93537600,100.35937900,"​JL. AUR NO.8, UJUNG GURUN, KEC. PADANG BAR., KOTA PADANG, SUMATERA BARAT 25142","","KOTA PADANG, SUMATERA BARAT"
"RS KHUSUS GINJAL RASYIDA","1275918",  17,"(061) 4151144",  3.58638100, 98.65958500,"JL. MAYJEN D.I PANJAITAN NO.144, SEI SIKAMBING D, KEC. MEDAN PETISAH, KOTA MEDAN, SUMATERA UTARA 20111","","KOTA MEDAN, SUMATERA UTARA"
"RS IBU DAN ANAK NUR UMMI NUMBI","3578774",  36,"(031) 7404391", -7.26450900,112.66199100,"JL. MANUKAN TENGAH 51 J/ 4-6","","KOTA SURABAYA, JAWA TIMUR"
"RS LANGIT GOLDEN MEDIKA","1503039",  44,"0823-7343-6004", -2.30249888,102.70618525,"AUR, SAROLANGUN SUB-DISTRICT, SAROLANGUN REGENCY, JAMBI 37481","","SAROLANGUN, JAMBI"
"RS PERMATA HATI PALANGKARAYA","6271029",  42,"(0536) 4268222", -2.20363600,113.89348800,"JL. BELIANG NO.21, KEL, PALANGKA, KEC. JEKAN RAYA, KOTA PALANGKA RAYA, KALIMANTAN TENGAH 73112","","MURUNG RAYA, KALIMANTAN TENGAH"
"RS UMUM METRO HOSPITALS","3216406",  59,"(021) 89831626", -6.29953500,107.16735400,"JALAN ANGGREK I NO. B2/2 MEKARMUKTI CIKARANG BARU, JL. JABABEKA RAYA, MEKARMUKTI, KEC. CIKARANG UTARA, BEKASI, JAWA BARAT 17530","","BEKASI, JAWA BARAT"
"RS UMUM DAERAH SURYAH KHAIRUDDIN","1507013",  24,"", -1.27088000,103.05807600,"JL. LINTAS TIMUR  KEC. MERLUNG, KAB. TANJUNG JABUNG BARAT","","TANJUNG JABUNG BARAT, JAMBI"
"RS UMUM BUNDA MULIA","3216425",  40,"(021) 8900579", -6.27078400,107.11489500,"JL. IMAM BONJOL NO. 80","","BEKASI, JAWA BARAT"
"RS UMUM DHARMA YADNYA","5171122",  57,"(0361) 462488", -8.64200000,115.25100000,"JL. WR.SUPRATMAN 256,DENPASAR","","KOTA DENPASAR, BALI"
"RS UMUM BAITURAHIM JAMBI","1571163",  99,"(0741) 35165", -1.60595300,103.60534600,"JALAN PROFESOR, JL. PROF. DR. MOH. YAMIN NO.30, LB. BANDUNG, KEC. JELUTUNG, KOTA JAMBI, JAMBI 36124","","MUARO JAMBI, JAMBI"
"RS UMUM IBNU SINA BUKITTINGGI","1375040", 151,"(0752) 21185", -0.31146800,100.37088300,"JL. SUDIRMAN, SAPIRAN, KEC. AUR BIRUGO TIGO BALEH, KOTA BUKITTINGGI, SUMATERA BARAT 26181","","KOTA BUKITTINGGI, SUMATERA BARAT"
"RS UMUM MM INDRAMAYU","3212054",  78,"(0234) 277632", -6.34412700,108.32349100,"JL. LET.JEND SOEPRAPTO NO. 292 INDRAMAYU","","INDRAMAYU, JAWA BARAT"
"RS UMUM MELINDA 2","3273543",  35,"(022) 4233777", -6.90591400,107.59828700,"JL. DR. CIPTO NO.1, PASIR KALIKI, KEC. CICENDO, KOTA BANDUNG, JAWA BARAT 40171","","KOTA BANDUNG, JAWA BARAT"
"RS UMUM DAERAH KEP. MENTAWAI","1301010",  48,"", -2.07368200, 99.60290200,"JL. RAYA NO.KM. 9, TUAPEJAT, SIPORA UTARA, KABUPATEN KEPULAUAN MENTAWAI, SUMATERA BARAT 25932","","KEPULAUAN MENTAWAI, SUMATERA BARAT"
"RS UMUM SYLVANI","1276077",  99,"(061) 80045925",  3.61875496, 98.49643911,"JL PERINTIS KEMERDEKAAN NO. 21","","KOTA BINJAI, SUMATERA UTARA"
"RS UMUM PURWOGONDO","3305114",  74,"(0287) 472588", -7.68410800,109.50851300,"JL. PURING KM. 8, JL. TAMBAKSARI RAYA, PURWOGONDO, KALIPURWO, KUWARASAN, KABUPATEN KEBUMEN, JAWA TENGAH 54366","","KEBUMEN, JAWA TENGAH"
"RS IBU DAN ANAK CEMPAKA PUTIH PERMATA","3578767",  17,"(031) 8282350", -7.32150400,112.71405200,"JL. JAMBANGAN KEBON AGUNG NO.8","","KOTA SURABAYA, JAWA TIMUR"
"RS DAERAH AERAMO KABUPATEN NAGEKEO","5318002",  45,"0813-5352-0818", -8.58157600,121.33407200,"DESA AERAMO, KECAMATAN AESESA KABUPATEN NAGEKEO","","NAGEKEO, NUSA TENGGARA TIMUR"
"RS ANANDA","3505035",  49,"(0342) 553472", -8.06109200,112.06207300,"JL. MASTRIP NO. 14 SRENGAT, (DEPAN POLSEK SRENGAT), SRENGAT II, SRENGAT, KEC. SRENGAT, BLITAR, JAWA TIMUR 66152","","BLITAR, JAWA TIMUR"
"RS UMUM DELIMA ASIH SISMA MEDIKA","3215100",  81,"(0267) 403073", -6.31520000,107.31600000,"JL. WIRASABA NO.54, JOHAR - KARAWANG","","KARAWANG, JAWA BARAT"
"RS JIWA PROF. DR. V. L. RATUMBUSYANG","7171035", 180,"(0431) 827525",  1.46320500,124.83014400,"JL. BETHESDA 77 MANADO","","KOTA MANADO, SULAWESI UTARA"
"RS UMUM JASA KARTINI","3206070", 188,"(0265) 331808", -7.32565870,108.22279340,"JL. OTTO ISKANDAR DINATA NO 15","","TASIKMALAYA, JAWA BARAT"
"RS UMUM GANESHA","5104034",  93,"(0361) 4710066", -8.60125100,115.26386200,"JALAN RAYA CELUK, SUKAWATI, BATUBULAN, GIANYAR, KABUPATEN GIANYAR, BALI 80582","","GIANYAR, BALI"
"RS MITRA MEDIKA BATANG HARI","1504018",  61,"(0743) 21777", -1.69336700,103.26950400,"JL. GAJAH MADA KEL. TERATAI KEC. MUARA BULIAN","","KOTA JAMBI, JAMBI"
"RS UMUM DAERAH DR. TENGKU MANSYUR","1272010", 112,"0623 - 92089",  2.96079800, 99.80519100,"JL MAYJEN SUTOYO NO. 39 TANJUNG BALAI","","KOTA TANJUNG BALAI, SUMATERA UTARA"
"RS UMUM MUHAMMADIYAH KALITIDU","3522060",  62,"(0353) 511731", -7.12909000,111.76390600,"JL. RAYA KALITIDU-CEPU NO. 266, KALITIDU, KRAJAN, KALITIDU, KEC. KALITIDU, KABUPATEN BOJONEGORO, JAWA TIMUR 62152","","BOJONEGORO, JAWA TIMUR"
"RS UMUM DAERAH TANJUNG PURA","1213013", 113,"061-8960241",  3.90327400, 98.42620600,"JL KHAIRIL ANWAR NO.9 TANJUNG PURA","","LANGKAT, SUMATERA UTARA"
"RS UMUM DAERAH  TANJUNG PRIOK","3175416",  36,"(021) 43908923", -6.11584340,106.88883274,"JL. BUGIS NO. 03 KEL. KEBON BAWANG KEC. TANJUNG PRIOK","","JAKARTA UTARA, DKI JAKARTA"
"RS UMUM DAERAH SUKAMARA","6207033",  85,"(0532) 26752", -2.71660000,111.18300000,"JL. TJILIK RIWUT KM 5,5 NOMOR 35 SUKAMARA","","SUKAMARA, KALIMANTAN TENGAH"
"RS FATIMA PARE-PARE","7372020", 148,"(0421) 21847", -4.01145200,119.62483300,"JL. ILHAM NO.5, MALLUSETASI, KEC. UJUNG, PAREPARE, SULAWESI SELATAN 91114","","KOTA PARE PARE, SULAWESI SELATAN"
"RS PARU RESPIRA","3471121",  26,"(0274) 367326", -7.90553500,110.32042900,"JL PANEMBAHAN SENOPATI NO 4, PALBAPANG, BANTUL, YOGYAKARTA","","BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
"RS UMUM UNIVERSITAS SUMATERA UTARA","1275913", 126,"(061) 8218928",  3.56795877, 98.65742831,"JL DR. T. MANSUR NO. 66","","KOTA MEDAN, SUMATERA UTARA"
"RS TK.IV PALANGKARAYA","6271023",  19,"(0536) 3220238", -1.59340000,113.23100000,"JL. DIPONEGORO NO.55 PALANGKARAYA KALTENG","","MURUNG RAYA, KALIMANTAN TENGAH"
"RS UMUM DAERAH KABUPATEN KOTABARU","6302014",  91,"(0518) 21118", -3.25202800,116.21465200,"JL. BRIGJEND. H. HASAN BASRI NO.57 KOTABARU","","KOTABARU, KALIMANTAN SELATAN"
"RS UMUM MURNI TEGUH SUDIRMAN JAKARTA","3171768",  36,"(021) 57853911", -6.20976100,106.81940200,"JL. JEND.SUDIRMAN KOMPLEK SAHID CITY NO.86","","JAKARTA PUSAT, DKI JAKARTA"
"RS UMUM ANANDA","3216218", 157,"(021) 8854338", -6.24960764,106.97768665,"JL. SULTAN AGUNG NO. 173, KEC. MEDAN SATRIA - KOTA BEKASI.","","BEKASI, JAWA BARAT"
"RS PKU MUHAMMADIYAH SURABAYA","3578793",  44,"(031) 3522980", -7.22986600,112.74119900,"JL. KH MAS MANSYUR 180-182 SURABAYA","","KOTA SURABAYA, JAWA TIMUR"
"RS JANTUNG JAKARTA","3172755",  60,"(021) 29360701", -6.20027000,106.85527700,"JL. MATRAMAN RAYA NO.23, RT.2/RW.1, PALMERIAM, KEC. MATRAMAN, KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA 13140","","JAKARTA TIMUR, DKI JAKARTA"
"RS UMUM DAERAH TOTO KABILA","7504032", 185,"(0435) 828761",  0.57363300,123.10058300,"JL.KESEHATAN NO 25,  KEC.TILONGKABILA, KAB.BONE BOLANGO","","BONE BOLANGO, GORONTALO"
"RS UMUM PURI MEDIKA","3175374",  87,"021-43903355", -6.12911661,106.89020871,"JL. SUNGAI BAMBU 5A TANJUNG PRIOK","","JAKARTA UTARA, DKI JAKARTA"
"RS KATHOLIK MARIANUM HALILULIK","5306020",  46,"082339512300", -9.27542100,124.87702300,"JL. PAROKI ROH KUDUS, HALILULIK KAB.BELU","","BELU, NUSA TENGGARA TIMUR"
"RS UMUM PERMATA JONGGOL","3201244",  76,"(021) 89931222", -6.43766500,107.05382400,"JL. RAYA CILEUNGSI - JONGGOL, KM. 1, SUKAMANAH - JONGGOL","","BOGOR, JAWA BARAT"
"RS UMUM DAERAH CICALENGKA","3204101",  71,"(022) 7952202", -6.98233900,107.84205300,"JL. H. DARHAM NO.35 - CIKOPO, CICALENGKA KAB. BANDUNG","","BANDUNG, JAWA BARAT"
"RS UMUM KELAS D KOTA PALANGKA RAYA","6271026",  35,"", -2.28093300,114.01359800,"JL. MAHIR MAHAR KM. 18.5 KALAMPANGAN","","MURUNG RAYA, KALIMANTAN TENGAH"
"RS UMUM SRI PAMELA","1274034", 156,"0621-24748",  3.33763800, 99.16546000,"JL JEND SUDIRMAN  NO. 299","","KOTA TEBING TINGGI, SUMATERA UTARA"
"RS IBU DAN ANAK KENDANGSARI SURABAYA","3578789",  25,"(031) 8437200", -7.32500400,112.74535800,"JL. RAYA KENDANGSARI NO.38, KENDANGSARI, KEC. TENGGILIS MEJOYO, KOTA SBY, JAWA TIMUR 60292","","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM DAERAH KABUPATEN BUTON TENGAH","7414002",  42,"08114415729", -5.26647300,122.56923400,"LABUNGKARI DESA WALANDO KEC.GU","","BUTON TENGAH, SULAWESI TENGGARA"
"RS TK. II  UDAYANA","5171031", 124,"(0361) 228061", -8.66340000,115.21900000,"JL. P.B SUDIRMAN NO.1 DENPASAR","","KOTA DENPASAR, BALI"
"RS BHAKTI RAHAYU","3578614",  67,"(031) 8295922", -7.31174300,112.72298300,"JL. KETINTANG MADYA I/16 SURABAYA","","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM SIAGA MEDIKA PEMALANG","3327044", 209,"(0284) 324777", -6.89335200,109.43360300,"JL. PERINTIS KEMERDEKAAN NO.1, SAWAH, BEJI, KEC. TAMAN, KABUPATEN PEMALANG, JAWA TENGAH 52361","","PEMALANG, JAWA TENGAH"
"RS UMUM MITRA MEDIKA","1275516", 122,"",  3.53832200, 98.71211500,"JL. K.L. YOS SUDARSO KM 7,5 TANJUNG MULIA,MEDAN","","KOTA MEDAN, SUMATERA UTARA"
"RS METTA MEDIKA II","1271033",  61,"(0631) 224001, 24002",  1.74022900, 98.78183100,"JL. PEMBANGUNAN 2 NO.1, RT.006/RW.004, BATUSARI, KEC. BATUCEPER, KOTA TANGERANG, BANTEN 15121","","KOTA SIBOLGA, SUMATERA UTARA"
"RS UMUM DAERAH SUNGAI DAREH","1311013", 122,"(0754) 40347", -0.95189600,101.50014900,"JL. LINTAS TENGAH SUMATERA NO.KM. 1, EMPAT KOTO PULAU PUNJUNG, KEC. PULAU PUNJUNG, KABUPATEN DHARMASRAYA, SUMATERA BARAT 27614","","DHARMASRAYA, SUMATERA BARAT"
"RS ADVENT MANADO","7171083", 125,"(0431) 847950",  1.46586700,124.85148800,"JL. 14 FEBRUARI NO. 1 TELING ATAS","","KOTA MANADO, SULAWESI UTARA"
"RS HELSA","3275061",  53,"(021) 50847757", -6.29620000,106.92100000,"JL. RAYA HANKAM NO. 17 PONDOK MELATI KOTA BEKASI","","BEKASI, JAWA BARAT"
"RS UMUM VITA INSANI","1273055", 237,"0622 22520",  2.96168000, 99.07090000,"JL. MERDEKA NO.329, PEMATANG SIANTAR","","KOTA PEMATANGSIANTAR, SUMATERA UTARA"
"RS UMUM  MARDI WALUYO","1871020", 204,"", -8.10931400,112.17922900,"JL. KALIMANTAN, SANANWETAN, KEC. SANANWETAN, KOTA BLITAR, JAWA TIMUR 66137","","BLITAR, JAWA TIMUR"
"RS UMUM DAERAH BUMIAYU","3329102",  92,"(0289) 432347", -7.25445200,109.01074000,"JL. KH. AHMAD DAHLAN KM.01 BUMIAYU","","BREBES, JAWA TENGAH"
"RS UMUM MH. THAMRIN","3201207", 122,"(021) 8235052", -6.43220000,106.94900000,"JL. RAYA NAROGONG KM.16, LIMUS NUNGGAL CILEUNGSI, BOGOR","","BOGOR, JAWA BARAT"
"RS UMUM RAWA LUMBU","3216174", 107,"(021) 82422511", -6.28060000,106.99900000,"JL. DASA DARMA 20-23 BEKASI","","BEKASI, JAWA BARAT"
"RS UMUM DIRGAHAYU","6472030", 262,"(0541) 742161", -0.50210000,117.15400000,"JL. GN. MERBABU NO.62 SAMARINDA","","KOTA SAMARINDA, KALIMANTAN TIMUR"
"RS UMUM BAITUL HIKMAH","3324038",  47,"(0294) 3690666", -6.95296100,110.10244400,"JL. SOEKARNO HATTA KM 12 KENDAL","","KENDAL, JAWA TENGAH"
"RS UMUM BHAKTI YUDHA","3201035", 104,"021-7520082", -6.39730000,106.80600000,"JL. RAYA SAWANGAN NO. 2A DEPOK","","KOTA DEPOK, JAWA BARAT"
"RS UMUM PERMATA MEDIKA KEBUMEN","3305023",  88,"(0287) 3870779", -7.67544400,109.66764100,"JL. INDRAKILA NO.17, INDRAKILA, KEBUMEN, KEC. KEBUMEN, KABUPATEN KEBUMEN, JAWA TENGAH 54311","","KEBUMEN, JAWA TENGAH"
"RS UMUM DAERAH DR ADNAAN WD","1376015", 139,"(0752) 796152", -0.22277200,100.63910700,"JL. ADE IRMA SURYANI NASUTION NO.20, LABUH BARU, KEC. PAYAKUMBUH UTARA, KOTA PAYAKUMBUH, SUMATERA BARAT 26218","","KOTA PAYAKUMBUH, SUMATERA BARAT"
"RS IBU DAN ANAK GRHA BUNDA","3204129",  43,"(022) 87256789", -6.91318600,107.64548300,"JL. TERUSAN JAKARTA NO. 15-17 KEC. KIARACONDONG KOTA BANDUNG","","BANDUNG, JAWA BARAT"
"RS UMUM MEDIMAS","3274134",  46,"(0231) 481165", -6.74312773,108.54016690,"JL. EVAKUASI NO. 116 CIREBON","","CIREBON, JAWA BARAT"
"RS UMUM MEDIKA SANGATTA","6404046", 104,"(0549) 23417",  0.52319900,117.52817200,"JL. YOS SUDARSO IV NO. 1, SANGATTA","","KUTAI TIMUR, KALIMANTAN TIMUR"
"RS ISLAM IBNU SINA SIGLI","1109031",  60,"0852-7711-2772",  5.36956563, 95.95655917,"JL LINGKAR KEUNIRE NO 21-24, GAMPONG COT","","PIDIE, ACEH"
"RS TK. IV 12.07.02 SINTANG","6107022",  35,"0565-21307",  0.05786400,111.47806600,"JL. MT HARYONO KM.3 RT 16 RW 5 KELURAHAN KAPUAS KANAN HULU KEC. SINTANG KAB. SINTANG","","SINTANG, KALIMANTAN BARAT"
